Date,Close
1/3/17,753.67
1/4/17,757.18
1/5/17,780.45
1/6/17,795.99
1/7/17,796.92
1/8/17,795.9
1/9/17,799.02
1/10/17,813.64
1/11/17,817.14
1/12/17,809.72
1/13/17,807.48
1/14/17,809.04
1/15/17,808.33
1/16/17,817.88
1/17/17,822.44
1/18/17,836.52
1/19/17,839.15
1/20/17,835.77
1/21/17,830.38
1/22/17,823.48
1/23/17,832.35
1/24/17,839.95
1/25/17,810.2
1/26/17,807.64
1/27/17,812.5
1/28/17,819.71
1/29/17,821.36
1/30/17,827.46
1/31/17,836.53
2/1/17,836.39
2/2/17,842.7
2/3/17,844.14
2/4/17,845.07
2/5/17,856.44
2/6/17,855.61
2/7/17,852.19
2/8/17,845.24
2/9/17,848.64
2/10/17,845.04
2/11/17,853.08
2/12/17,848.91
2/13/17,849.88
2/14/17,846.61
2/15/17,846.02
2/16/17,850.5
2/17/17,853
2/18/17,852.46
2/19/17,854.59
2/20/17,852.53
2/21/17,852.97
2/22/17,853.42
2/23/17,852.31
2/24/17,856.97
2/25/17,843.2
2/26/17,848.06
2/27/17,847.38
2/28/17,845.61
3/1/17,846.82
3/2/17,856
3/3/17,874.32
3/4/17,876.34
3/5/17,886.54
3/6/17,891.51
3/7/17,906.83
3/8/17,909.28
3/9/17,898.28
3/10/17,894.88
3/11/17,907.04
3/12/17,902.36
3/13/17,896.23
3/14/17,884.67
3/15/17,901.99
3/16/17,903.78
3/17/17,899.2
3/18/17,902.06
3/19/17,898.53
3/20/17,907.41
3/21/17,907.62
3/22/17,909.29
3/23/17,918.38
3/24/17,924.99
3/25/17,948.23
3/26/17,946.94
3/27/17,941.03
3/28/17,937.53
3/29/17,934.15
3/30/17,949.04
3/31/17,952.82
4/1/17,948.95
4/2/17,947.62
4/3/17,961.35
4/4/17,957.97
4/5/17,966.07
4/6/17,944.76
4/7/17,958.49
4/8/17,959.84
4/9/17,970.67
4/10/17,971.54
4/11/17,980.35
4/12/17,993.38
4/13/17,995.78
4/14/17,996.7
4/15/17,994.62
4/16/17,995.95
4/17/17,1006.73
4/18/17,1011.34
4/19/17,1003
4/20/17,1010.07
4/21/17,1010.27
4/22/17,978.31
4/23/17,964.91
4/24/17,980.79
4/25/17,976.47
4/26/17,964.17
4/27/17,987.71
4/28/17,995.17
4/29/17,992.59
4/30/17,1002.23
5/1/17,1001.3
5/2/17,1003.74
5/3/17,993.98
5/4/17,976.78
5/5/17,990.33
5/6/17,975.93
5/7/17,968
5/8/17,953.66
5/9/17,971.4
5/10/17,965.14
5/11/17,978.76
5/12/17,996.47
5/13/17,994.13
5/14/17,1006.51
5/15/17,1000.63
5/16/17,1001.81
5/17/17,1010.04
5/18/17,1024.45
5/19/17,1026.87
5/20/17,1028.7
5/21/17,1025.67
5/22/17,1038.95
5/23/17,1039.87
5/24/17,1052.8
5/25/17,1046
5/26/17,1020.04
5/27/17,987.78
5/28/17,996.19
5/29/17,995.89
5/30/17,986.92
5/31/17,987.58
6/1/17,992.27
6/2/17,989.84
6/3/17,982.01
6/4/17,956.92
6/5/17,967.99
6/6/17,983.3
6/7/17,982.74
6/8/17,978.18
6/9/17,960.57
6/10/17,958.47
6/11/17,953.29
6/12/17,966.9
6/13/17,958
6/14/17,952.45
6/15/17,945.26
6/16/17,946.02
6/17/17,954.06
6/18/17,967.59
6/19/17,980.6
6/20/17,978.25
6/21/17,965.27
6/22/17,967.8
6/23/17,979.47
6/24/17,965.9
6/25/17,977.96
6/26/17,982.58
6/27/17,999.6
6/28/17,992.21
6/29/17,986.79
6/30/17,974.19
7/1/17,969.86
7/2/17,973.21
7/3/17,964.65
7/4/17,955.1
7/5/17,939.79
7/6/17,938.6
7/7/17,950.87
7/8/17,956.4
7/9/17,961.35
7/10/17,959.19
7/11/17,957.1
7/12/17,965.45
7/13/17,980.85
7/14/17,989.58
7/15/17,990.99
7/16/17,987.2
7/17/17,995
7/18/17,1000.93
7/19/17,1002.94
7/20/17,1006.34
7/21/17,1009.13
7/22/17,997
7/23/17,986.61
7/24/17,982.91
7/25/17,966.3
7/26/17,975.9
7/27/17,972.91
7/28/17,972.43
7/29/17,1100.95
7/30/17,1110.85
7/31/17,1105.28
8/1/17,1103.68
8/2/17,1094.22
8/3/17,1111.6
8/4/17,1120.66
8/5/17,1123.17
8/6/17,1132.88
8/7/17,1129.13
8/8/17,1125.35
8/9/17,1129.17
8/10/17,1136.84
8/11/17,1126.69
8/12/17,1137.29
8/13/17,1129.88
8/14/17,1126.31
8/15/17,1139.49
8/16/17,1156.16
8/17/17,1186
8/18/17,1195.83
8/19/17,1193.6
8/20/17,1161.27
8/21/17,1176.75
8/22/17,1162.35
8/23/17,1133.95
8/24/17,1141.57
8/25/17,1152.35
8/26/17,1159.79
8/27/17,1162
8/28/17,1168.92
8/29/17,1165.08
8/30/17,1164.13
8/31/17,1174.26
9/1/17,1179.14
9/2/17,1190.58
9/3/17,1187.38
9/4/17,1177.62
9/5/17,1174.76
9/6/17,1168.36
9/7/17,1176.76
9/8/17,1182.26
9/9/17,1186.1
9/10/17,1169.47
9/11/17,1189.01
9/12/17,1204.2
9/13/17,1209.59
9/14/17,1229.14
9/15/17,1246.87
9/16/17,1252.7
9/17/17,1254.33
9/18/17,1276.68
9/19/17,1305.2
9/20/17,1304.86
9/21/17,1295
9/22/17,1293.32
9/23/17,1294.58
9/24/17,1327.31
9/25/17,1362.54
9/26/17,1357.51
9/27/17,1377.95
9/28/17,1402.05
9/29/17,1417.68
9/30/17,1437.82
10/1/17,1450.89
10/2/17,1390
10/3/17,1429.95
10/4/17,1390
10/5/17,1442.84
10/6/17,1416.78
10/7/17,1350.5
10/8/17,1339.6
10/9/17,1386.23
10/10/17,1414.51
10/11/17,1451.05
10/12/17,1461.76
10/13/17,1448.69
10/14/17,1468.35
10/15/17,1482.92
10/16/17,1485.34
10/17/17,1500
10/18/17,1521.95
10/19/17,1511.98
10/20/17,1512.45
10/21/17,1493.45
10/22/17,1500.25
10/23/17,1523.61
10/24/17,1537.64
10/25/17,1545
10/26/17,1551.86
10/27/17,1578.89
10/28/17,1598.39
10/29/17,1588.18
10/30/17,1591
10/31/17,1582.32
11/1/17,1571.68
11/2/17,1544.93
11/3/17,1586.51
11/4/17,1581.86
11/5/17,1544.92
11/6/17,1495.56
11/7/17,1555.86
11/8/17,1497.05
11/9/17,1431.42
11/10/17,1447.34
11/11/17,1371.99
11/12/17,1392.05
11/13/17,1410.57
11/14/17,1451.75
11/15/17,1405.23
11/16/17,1406.08
11/17/17,1436.22
11/18/17,1427.05
11/19/17,1448.5
11/20/17,1430.79
11/21/17,1441.5
11/22/17,1503.83
11/23/17,1527.84
11/24/17,1556.91
11/25/17,1527.49
11/26/17,1517.86
11/27/17,1460.09
11/28/17,1460.17
11/29/17,1517.96
11/30/17,1572.62
12/1/17,1566.13
12/2/17,1582.26
12/3/17,1569.68
12/4/17,1572.08
12/5/17,1580.95
12/6/17,1600.14
12/7/17,1592.39
12/8/17,1608
12/9/17,1609.08
12/10/17,1602.91
12/11/17,1601.54
12/12/17,1576.12
12/13/17,1587.28
12/14/17,1581.76
12/15/17,1574.37
12/16/17,1585.46
12/17/17,1581.4
12/18/17,1601.86
12/19/17,1603.07
12/20/17,1610.15
12/21/17,1612.87
12/22/17,1624.89
12/23/17,1624.89
12/24/17,1641.54
12/25/17,1665.27
12/26/17,1696.35
12/27/17,1695.75
12/28/17,1689.3
12/29/17,1683.99
12/30/17,1689.12
12/31/17,1698.75
1/1/18,1704.86
1/2/18,1723.86
1/3/18,1715.97
1/4/18,1723.79
1/5/18,1734.78
1/6/18,1750.08
1/7/18,1730.22
1/8/18,1715.67
1/9/18,1663.15
1/10/18,1691.09
1/11/18,1660.51
1/12/18,1701.45
1/13/18,1699.8
1/14/18,1713.78
1/15/18,1693.96
1/16/18,1699.73
1/17/18,1710.63
1/18/18,1739.02
1/19/18,1743.07
1/20/18,1755
1/21/18,1796.62
1/22/18,1813.03
1/23/18,1822.49
1/24/18,1843.93
1/25/18,1842.92
1/26/18,1812.97
1/27/18,1813.7
1/28/18,1802
1/29/18,1829.24
1/30/18,1863.61
1/31/18,1808
2/1/18,1817.27
2/2/18,1779.22
2/3/18,1777.44
2/4/18,1797.17
2/5/18,1834.33
2/6/18,1823.29
2/7/18,1847.75
2/8/18,1862.48
2/9/18,1886.52
2/10/18,1898.52
2/11/18,1886.3
2/12/18,1896.2
2/13/18,1919.65
2/14/18,1882.62
2/15/18,1886.52
2/16/18,1882.22
2/17/18,1876.71
2/18/18,1883.42
2/19/18,1904.9
2/20/18,1902.9
2/21/18,1905.39
2/22/18,1927.68
2/23/18,1932.82
2/24/18,1998.1
2/25/18,2002.38
2/26/18,2012.71
2/27/18,2039.51
2/28/18,1994.82
3/1/18,1958.31
3/2/18,1952.07
3/3/18,1939.01
3/4/18,1987.15
3/5/18,1990
3/6/18,1989.87
3/7/18,1970.19
3/8/18,1908.03
3/9/18,1941.05
3/10/18,1926.42
3/11/18,1944.3
3/12/18,1915.01
3/13/18,1934.36
3/14/18,1974.55
3/15/18,1974.85
3/16/18,2012.98
3/17/18,2003
3/18/18,2004.36
3/19/18,1971.31
3/20/18,1952.76
3/21/18,1909.42
3/22/18,1889.65
3/23/18,1864.42
3/24/18,1870.32
3/25/18,1755.25
3/26/18,1719.36
3/27/18,1788.61
3/28/18,1760.95
3/29/18,1819.96
3/30/18,1831.73
3/31/18,1770.72
4/1/18,1764.03
4/2/18,1789.3
4/3/18,1768.7
4/4/18,1664.2
4/5/18,1782.17
4/6/18,1642.81
4/7/18,1538.88
4/8/18,1530.42
4/9/18,1598.01
4/10/18,1665.53
4/11/18,1665.53
4/12/18,1627.8
4/13/18,1642.81
4/14/18,1755.49
4/15/18,1754.91
4/16/18,1712.43
4/17/18,1636.85
4/18/18,1631.17
4/19/18,1599.01
4/20/18,1619.44
4/21/18,1593.41
4/22/18,1512.29
4/23/18,1495.46
4/24/18,1516.73
4/25/18,1502.06
4/26/18,1581.33
4/27/18,1581.42
4/28/18,1677.75
4/29/18,1673.57
4/30/18,1690.17
5/1/18,1772.36
5/2/18,1668.4
5/3/18,1699.19
5/4/18,1629.13
5/5/18,1641.03
5/6/18,1643.24
5/7/18,1663.54
5/8/18,1658.38
5/9/18,1591.91
5/10/18,1520.91
5/11/18,1551.48
5/12/18,1495.08
5/13/18,1460.83
5/14/18,1377.45
5/15/18,1343.96
5/16/18,1470.9
5/17/18,1461.64
5/18/18,1478.02
5/19/18,1501.97
5/20/18,1539.13
5/21/18,1500.28
5/22/18,1575.39
5/23/18,1629.51
5/24/18,1656.58
5/25/18,1659.42
5/26/18,1656.22
5/27/18,1640.56
5/28/18,1617.21
5/29/18,1674.56
5/30/18,1683.78
5/31/18,1693.22
